customer_id,province,municipality,customer_type,property_type,service_type,billing_date,billing_amount,payment_amount,payment_method,payment_status,outstanding_balance,days_overdue
CUST009851,Gauteng,Municipality_B,Residential,Apartment,Water,2025-08-01,703.9,403.85,Cash,Partial,300.05,22
CUST009852,Limpopo,Municipality_D,Business,House,Electricity,2025-09-01,4389.91,4389.91,Card,Paid,0,0
CUST009853,KwaZulu-Natal,Municipality_G,Residential,House,Electricity,2025-10-01,1057.6,221.72,Card,Partial,835.88,26
CUST009854,Gauteng,Municipality_A,Residential,House,Water,2025-11-01,749.53,749.53,Card,Paid,0,0
CUST009855,Mpumalanga,Municipality_F,Residential,Apartment,Electricity,2025-12-01,1385.02,1385.02,Card,Paid,0,0
CUST009856,Gauteng,Municipality_B,Business,Apartment,Electricity,2024-01-01,5130.66,1851.28,EFT,Partial,3279.38,34
CUST009857,Gauteng,Municipality_A,Business,House,Water,2024-02-01,2306.98,1165.25,EFT,Partial,1141.73,46
CUST009858,Limpopo,Municipality_D,Residential,Apartment,Water,2024-03-01,551.51,551.51,EFT,Paid,0,0
CUST009859,KwaZulu-Natal,Municipality_H,Residential,House,Water,2024-04-01,513.21,513.21,EFT,Paid,0,0
CUST009860,Gauteng,Municipality_B,Residential,Apartment,Water,2024-05-01,912.43,912.43,Cash,Paid,0,0
CUST009861,Gauteng,Municipality_A,Residential,House,Waste,2024-06-01,329.99,329.99,Cash,Paid,0,0
CUST009862,KwaZulu-Natal,Municipality_H,Residential,House,Water,2024-07-01,769.39,769.39,EFT,Paid,0,0
CUST009863,Gauteng,Municipality_B,Residential,House,Water,2024-08-01,596.4,245.39,EFT,Partial,351.01,30
CUST009864,Gauteng,Municipality_A,Residential,Apartment,Waste,2024-09-01,305.78,0,None,Unpaid,305.78,217
CUST009865,Limpopo,Municipality_D,Residential,House,Waste,2024-10-01,293.75,293.75,EFT,Paid,0,0
CUST009866,Limpopo,Municipality_C,Residential,House,Electricity,2024-11-01,966.36,966.36,Card,Paid,0,0
CUST009867,Gauteng,Municipality_A,Residential,House,Waste,2024-12-01,282.04,282.04,EFT,Paid,0,0
CUST009868,Limpopo,Municipality_D,Residential,House,Electricity,2025-01-01,1648.68,1648.68,Card,Paid,0,0
CUST009869,Gauteng,Municipality_B,Residential,Apartment,Water,2025-02-01,545.63,545.63,EFT,Paid,0,0
CUST009870,Mpumalanga,Municipality_E,Residential,House,Waste,2025-03-01,315.74,315.74,Card,Paid,0,0
CUST009871,Mpumalanga,Municipality_F,Residential,House,Water,2025-04-01,866.67,866.67,Cash,Paid,0,0
CUST009872,Limpopo,Municipality_C,Residential,House,Water,2025-05-01,600.53,600.53,EFT,Paid,0,0
CUST009873,Gauteng,Municipality_B,Residential,House,Water,2025-06-01,631.78,631.78,Card,Paid,0,0
CUST009874,KwaZulu-Natal,Municipality_G,Residential,House,Electricity,2025-07-01,999.65,999.65,EFT,Paid,0,0
CUST009875,Limpopo,Municipality_C,Residential,Apartment,Water,2025-08-01,728.63,728.63,EFT,Paid,0,0
